"year","id_","AGE","EDUC","SEX","RACETH","RELIG","sex1","race1","relig1","educ1","age1","sex2","race2","relig2","educ2","age2","sex3","race3","relig3","educ3","age3","sex4","race4","relig4","educ4","age4","sex5","race5","relig5","educ5","age5"
"2004","2004.2057","26","13-15 years","Female","White","None","Female","White","None","16 or more","22","Male","White",NA,"16 or more","26","Female","White","None","13-15 years","22","Male","White","None","12 years","25","Male","White","None","13-15 years","28"
"2004","2004.2058","26","13-15 years","Male","White","Protestant","Female","White","Protestant","16 or more","26","Male","White","Protestant","12 years","60","Male","White","Protestant","12 years","34","Male","White","Protestant","13-15 years","27",NA,NA,NA,NA,NA
"2004","2004.2061","47","13-15 years","Male","White","None","Female","White","Catholic","16 or more","50","Male","White","Protestant","13-15 years","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2063","48","10-11 years","Male","White","None","Male","White",NA,"12 years","61","Female","White","Other","Less than 10","77","Female","White","Other","12 years","41","Male","White","Catholic","13-15 years","49","Female","White","Catholic","12 years","43"
"2004","2004.2066","65","16 or more","Male","White","Protestant","Female","White","Protestant","16 or more","63","Female","White","None","16 or more","57","Male","White","Other","16 or more","69","Male","White","Protestant","16 or more","65","Female","White","Protestant","16 or more","64"
"2004","2004.2069","40","13-15 years","Female","Asian","Other","Male","White","Other","12 years","39","Female","White","Other","13-15 years","39","Female","White","Other","12 years","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2072","54","12 years","Male","White","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2075","50","10-11 years","Male","White","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2079","18","Less than 10","Female","Hispanic","Catholic","Male","Other","None","12 years","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2080","68","13-15 years","Male","White","Protestant","Male","White","None","12 years","43","Male","White","None","13-15 years","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2083","52","Less than 10","Male","Hispanic","None","Male","Hispanic","None","10-11 years","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2084","42","10-11 years","Female","White","Protestant","Female","White","Protestant","10-11 years","69","Female","White","Other","12 years","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2087","43","13-15 years","Male","White","Catholic","Male","White","Catholic","13-15 years","52","Female","White","Catholic","12 years","44","Female","Hispanic","Catholic","12 years","50","Male","White","Catholic","13-15 years","51",NA,NA,NA,NA,NA
"2004","2004.2088","55","12 years","Female","White","Protestant","Male","White","Protestant","12 years","56","Female","White","Protestant","13-15 years","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2089","19","13-15 years","Male","White","None","Male","Asian",NA,NA,"23","Male","White","Other",NA,"25","Male","White",NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2090","27","16 or more","Female","White","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2095","45","13-15 years","Male","White","Catholic","Male","White",NA,NA,"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2096","41","13-15 years","Female","White","Other","Male","Other","Other","13-15 years","43","Female","Other","Catholic","10-11 years","74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2101","46","13-15 years","Female","White","Protestant","Male","White","None","10-11 years","36","Female","Other","None","13-15 years","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2102","49","12 years","Male","White","None","Female","White","None","13-15 years","46","Male","White","None","12 years","40","Male","White","None","12 years","53","Female","White","None","13-15 years","21","Male","White","None","Less than 10","25"
"2004","2004.2104","32","16 or more","Female","White","Protestant","Female","White","Protestant","10-11 years","34","Male","White","Protestant","16 or more","33","Female","White","Protestant","10-11 years","48","Male","White","Protestant","13-15 years","51",NA,NA,NA,NA,NA
"2004","2004.2105","46","12 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2106","35","16 or more","Female","White","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2111","63","12 years","Female","White","Protestant","Female","White","Catholic","16 or more","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2114","29","13-15 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2115","33","12 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2116","89","Less than 10","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2118","70","12 years","Male","White","Catholic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2119","60","12 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2120","60","12 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2122","85","Less than 10","Male","White","Catholic","Female","White","Catholic","Less than 10","73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2124","63","12 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2125","34","12 years","Female","White","Protestant","Male","White","Protestant","13-15 years","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2126","56","12 years","Female","White","Catholic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2127","34","10-11 years","Male","White","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2130","53","12 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2138","45","12 years","Female","White","Protestant","Male","White","Protestant","13-15 years","49","Male","White","Protestant","12 years","69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2139","70","12 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2141","59","13-15 years","Male","White","Catholic","Male","White","Catholic","16 or more","34","Female","White","Catholic","16 or more","33","Male","White","Catholic","16 or more","59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2142","82","16 or more","Female","White","None","Female","White","Protestant","16 or more","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2147","61","10-11 years","Male","White","Protestant","Female","White","Protestant","13-15 years","63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2149","62","10-11 years","Male","White","Protestant","Female","White","Protestant","10-11 years","86","Female","White","Protestant","12 years","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2150","59","16 or more","Female","White","Protestant","Female","White","Protestant","13-15 years","38","Male","White","Protestant","16 or more","40","Male","White","Protestant","16 or more","59","Female","White","Protestant","12 years","82","Female","White","Catholic","16 or more","45"
"2004","2004.2151","28","13-15 years","Female","White","Other","Female","White","Other","Less than 10","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2152","32","13-15 years","Male","White","Protestant","Female","White","Protestant","13-15 years","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2154","49","12 years","Female","White","Other","Male","White","Other","13-15 years","59","Female","White","Protestant","12 years","69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2158","82","12 years","Male","White","Protestant","Female","White","Protestant","12 years","82","Male","White","Protestant","12 years","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2159","22","10-11 years","Male","White","None","Female","White",NA,"10-11 years","48","Male","White",NA,"12 years","50","Female","White",NA,"12 years","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2161","50","13-15 years","Female","White","Protestant","Male","White","None","13-15 years","50","Female","White","Protestant","13-15 years","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2163","67","12 years","Female","White","Protestant","Female","White","Protestant","12 years","31","Female","White","Protestant","12 years","70","Male","White","Protestant","10-11 years","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2168","36","12 years","Female","White","Catholic","Female","White","Catholic","12 years","54","Male","White","Protestant","10-11 years","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2171","59","Less than 10","Female","White","Protestant","Female","White","Protestant","13-15 years","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2172","79","Less than 10","Male","White","Protestant","Female","White",NA,"12 years","35","Female","White","Protestant","12 years","50","Female","White","Protestant","12 years","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2173","84","13-15 years","Female","White","Protestant","Male","White","Protestant","16 or more","52","Male","White","Protestant","16 or more","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2174","55","13-15 years","Female","White","Protestant","Male","White","Protestant","Less than 10","65","Male","White","Protestant","16 or more","34","Male","White","Protestant","12 years","48","Female","White","Protestant","12 years","39","Male","White","Protestant","13-15 years","25"
"2004","2004.2179","58","12 years","Female","Other","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2181","78","Less than 10","Male","White","Protestant","Male","White","Protestant","12 years","45","Female","White","Protestant","10-11 years","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2182","18","12 years","Female","White","None","Female","White","Protestant","12 years","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2183","38","16 or more","Male","White","Protestant","Female","Other","Other","13-15 years","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2186","59","13-15 years","Male","White","Protestant","Female","White","Protestant","16 or more","56","Male","White","Protestant","16 or more","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2188","80","13-15 years","Female","White","Protestant","Male","White","Protestant","16 or more","40","Male","White","Protestant","13-15 years","30","Female","White","Protestant","12 years","76","Male","White","Protestant","13-15 years","83",NA,NA,NA,NA,NA
"2004","2004.2189","49","16 or more","Female","White","Catholic","Male","White","Protestant","16 or more","48","Female","White","Catholic","12 years","70","Male","White","Catholic","12 years","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2190","65","Less than 10","Female","White","Protestant","Male","White","Protestant","12 years","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2193","24","12 years","Male","White","None","Male","White",NA,"12 years","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2194","31","12 years","Female","White","None","Male","White","None","10-11 years","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2195","52","12 years","Male","White","Protestant","Female","White","Protestant","13-15 years","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2197","42","16 or more","Male","White","Protestant","Female","White","Protestant","16 or more","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2200","54","10-11 years","Male","White","Protestant","Female","White","Protestant","Less than 10","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2202","50","16 or more","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2203","35","Less than 10","Female","White","None","Female","White","None","10-11 years","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2204","35","16 or more","Male","White","Protestant","Female","White","Protestant","16 or more","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2208","28","12 years","Male","White","None","Female","White","None","12 years","22","Male","White",NA,"10-11 years","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2209","70","16 or more","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2210","70","Less than 10","Female","White","Protestant","Male","White","Protestant","12 years","66","Female","White","Protestant","12 years","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2211","39","16 or more","Female","White","Protestant","Male","White","Protestant","16 or more","41","Female","White","Catholic","13-15 years","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2212","83","13-15 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2213","54","10-11 years","Male","White","Protestant","Female","White","Protestant","12 years","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2217","25","13-15 years","Female","White","Protestant","Male","White","Protestant","Less than 10","63","Male","White","Protestant","12 years","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2220","55","Less than 10","Female","White","Protestant","Female","White","Protestant","Less than 10","76","Male","White","Protestant","12 years","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2223","59","12 years","Male","White","Protestant","Male","White","Protestant","16 or more","72","Male","White","Protestant","12 years","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2224","54","12 years","Female","White","None","Male","White","Protestant","13-15 years","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2226","74","12 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2227","43","Less than 10","Male","White","Protestant","Female","White","Protestant","10-11 years","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2228","62","12 years","Female","White","Protestant","Male","White","Protestant","12 years","63","Female","White","Protestant","12 years","45","Female","White","Protestant","12 years","42","Male","White","Protestant","12 years","44",NA,NA,NA,NA,NA
"2004","2004.2231","18","12 years","Male","White","None","Male","White",NA,"16 or more","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2233","58","16 or more","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2236","54","12 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2237","41","10-11 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2238","49","13-15 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2239","30","12 years","Female","White","Other","Male","White","None","10-11 years","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2240","60","12 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2241","26","Less than 10","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2242","31","13-15 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2251","45","10-11 years","Male","White","Catholic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2252","75","16 or more","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2256","62","12 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2257","71","12 years","Male","White","Catholic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2259","51","13-15 years","Female","White","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2260","52","13-15 years","Female","White","Catholic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2261","71","Less than 10","Female","White","Protestant","Female","White","Protestant","10-11 years","91","Female","White","Protestant",NA,"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2263","65","Less than 10","Male","White","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2265","52","12 years","Female","Asian","Protestant","Female","White",NA,"10-11 years","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2267","61","Less than 10","Male","White","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2268","57","10-11 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2269","44","13-15 years","Female","White","Protestant","Female","White","Catholic","13-15 years","40","Female","White","Protestant","12 years","45","Male","White","Protestant","12 years","48","Male","White","Protestant","10-11 years","16","Female","White","Protestant","16 or more","65"
"2004","2004.2271","25","13-15 years","Female","White","Protestant","Male","White","Protestant","10-11 years","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2272","37","12 years","Male","White","Protestant","Male","White","Protestant","16 or more",NA,"Female","White","Protestant","10-11 years","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2275","48","12 years","Female","White","Protestant","Male","White","Protestant","13-15 years","58","Female","White","Protestant","12 years","50","Female","White","Protestant","13-15 years","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2276","45","12 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2277","47","16 or more","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2278","32","12 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2279","19","12 years","Female","White","Protestant","Male","White","Protestant","Less than 10","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2283","28","13-15 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2284","67","13-15 years","Male","White","Protestant","Female","White","Protestant","10-11 years","57","Male","White","Protestant","12 years","33","Male","White","Protestant","12 years","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2285","66","12 years","Female","White","Protestant","Male","White","Protestant","12 years","73","Female","White","Protestant","13-15 years","45","Female","White","Protestant","10-11 years","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2286","40","12 years","Female","White","Protestant","Male","White","None","12 years","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2290","40","13-15 years","Female","Black","Protestant","Female","Black","Protestant","16 or more","47","Female","Black","Protestant","13-15 years","49","Female","Black","Protestant","13-15 years","67","Female","Black","Protestant","12 years","44",NA,NA,NA,NA,NA
"2004","2004.2291","28","13-15 years","Female","White","None","Male","Other","Protestant","13-15 years","26","Female","White","Catholic","13-15 years","53","Female","Other","Catholic","16 or more","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2292","34","13-15 years","Female","White","Protestant","Female","White","Protestant","16 or more","33","Male","White","Protestant","16 or more","30","Female","White","Protestant","12 years","27","Male","White",NA,"12 years","31",NA,NA,NA,NA,NA
"2004","2004.2295","37","16 or more","Female","White","Protestant","Female","White","Protestant","16 or more","37","Female","White","Protestant","16 or more","37","Male","White","Protestant","12 years","39","Female","White","Protestant","12 years","58",NA,NA,NA,NA,NA
"2004","2004.2296","46","13-15 years","Female","White","Protestant","Male","White","Protestant","12 years","41","Female","White","Protestant","13-15 years","72","Male","White","Protestant","13-15 years","72","Female","White","Protestant","13-15 years","22","Female","White","Protestant","Less than 10","13"
"2004","2004.2298","55","10-11 years","Male","White","Protestant","Female","White","Protestant","12 years","52","Male","White","Protestant","12 years","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2299","75","Less than 10","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2300","34","12 years","Male","White","Protestant","Female","White","Protestant","13-15 years","29","Male","White","Protestant","16 or more","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2302","33","16 or more","Male","White","Protestant","Female","White","Protestant","16 or more","40","Male","White","Protestant","16 or more","33","Male","White",NA,"13-15 years","32","Female","White","Protestant","16 or more","32","Male","White","None","16 or more","34"
"2004","2004.2303","35","16 or more","Female","White","Protestant","Male","White","Protestant","16 or more","35","Male","White","Protestant","16 or more","72","Female","White","Protestant","13-15 years","65","Female","White","Protestant","12 years","42","Female","White","Protestant","12 years","41"
"2004","2004.2306","60","16 or more","Male","White","Protestant","Male","White",NA,"16 or more","56","Male","White",NA,"13-15 years","48","Male","White",NA,"16 or more","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2310","53","16 or more","Male","White","Protestant","Male","White","Protestant","16 or more","55","Male","White","Protestant","16 or more","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2312","50","12 years","Male","White","Protestant","Female","White","Protestant","12 years","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2313","45","Less than 10","Female","White","Protestant","Female","White","Protestant","Less than 10","65","Male","White","Protestant","10-11 years","43","Female","White","Protestant","10-11 years","36","Male","White","Protestant","10-11 years","45",NA,NA,NA,NA,NA
"2004","2004.2316","51","12 years","Male","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2319","47","12 years","Female","White","Protestant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2004.2320","25","13-15 years","Male","Black","Protestant","Female","Black","Protestant","16 or more","48","Male","Black","Protestant","12 years","27","Female","Black","Protestant","12 years","22","Male","Black","Protestant","12 years","29","Female","Black","Protestant","12 years","52"
